asset_nbr,asset_stats,install_dt,modlty_full,custmr_catgry_full,custmr_typ_full,srv_regn_full,divsn_full,warrnty_start_dt,warrnty_end_dt,contract_flag,warrnty_end_mnth,warrnty_flg,inputrowindex
ASSET847,Shipped,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2017-03-20,2018-03-25,N,201803,N,848
ASSET848,Installed,2017-02-14,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-14,2018-02-19,N,201802,N,849
ASSET849,Installed,2016-05-23,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-05-23,2017-06-02,N,201706,Y,850
ASSET850,Shipped,2017-02-06,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-06,2018-02-16,N,201802,N,851
ASSET851,Installed,2016-06-16,MODLTY4,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-06-16,2017-09-06,N,201709,Y,852
ASSET852,Installed,2016-12-06,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-06,2017-12-11,N,201712,Y,853
ASSET853,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-16,2017-08-21,N,201708,Y,854
ASSET854,Shipped,2017-06-29,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-06-29,2017-10-03,N,201710,Y,855
ASSET855,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-07-12,2017-07-17,N,201707,Y,856
ASSET856,Installed,2016-06-21,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-06-21,2017-06-26,N,201706,Y,857
ASSET857,Installed,2016-04-06,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-04-06,2017-04-11,Y,201704,Y,858
ASSET858,Installed,2017-02-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-02-08,2018-02-18,N,201802,N,859
ASSET859,Shipped,2017-09-07,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2017-09-07,2017-09-07,N,201709,Y,860
ASSET860,Installed,2016-12-21,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-21,2017-12-26,N,201712,Y,861
ASSET861,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-03-31,2017-04-05,Y,201704,Y,862
ASSET862,Installed,2016-05-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-27,2017-06-06,N,201706,Y,863
ASSET863,Shipped,2017-03-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-20,2018-03-25,N,201803,N,864
ASSET864,Installed,2016-09-15,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-09-15,2017-09-20,Y,201709,Y,865
ASSET865,Installed,2017-01-05,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-01-05,2018-01-10,N,201801,N,866
ASSET866,Installed,2016-06-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-30,2017-07-05,Y,201707,Y,867
ASSET867,Installed,2016-12-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-12-30,2018-01-04,N,201801,N,868
ASSET868,Installed,2016-09-23,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-09-23,2017-09-28,Y,201709,Y,869
ASSET869,Installed,2017-02-02,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-02-02,2018-02-07,N,201802,N,870
ASSET870,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,871
ASSET871,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-24,2017-06-29,N,201706,Y,872
ASSET872,Installed,2016-09-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-09-21,2017-09-26,Y,201709,Y,873
ASSET873,Shipped,2016-06-27,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-06-27,2017-07-02,N,201707,Y,874
ASSET874,Installed,2016-08-22,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-22,2017-08-27,Y,201708,Y,875
ASSET875,Installed,2016-05-31,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-31,2017-06-05,N,201706,Y,876
ASSET876,Shipped,2016-05-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-05-20,2017-05-25,N,201705,Y,877
ASSET877,Installed,2016-10-27,MODLTY4,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-10-27,2017-11-01,N,201711,Y,878
ASSET878,Shipped,2016-03-30,MODLTY6,CUSTMR_CATGRY3,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-03-30,2017-04-04,N,201704,Y,879
ASSET879,Installed,2014-08-16,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2014-08-16,2017-08-20,N,201708,Y,880
ASSET880,Installed,2017-03-31,MODLTY7,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-03-31,2017-04-12,Y,201704,Y,881
ASSET881,Installed,2016-09-12,MODLTY5,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-12,2017-09-11,Y,201709,Y,882
ASSET882,Installed,2017-05-24,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-05-24,2017-06-05,Y,201706,Y,883
ASSET883,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-22,2017-10-02,N,201710,Y,884
ASSET884,Installed,2016-10-17,MODLTY5,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-10-17,2017-10-16,Y,201710,Y,885
ASSET885,Installed,2016-12-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-21,2017-12-26,Y,201712,Y,886
ASSET886,Shipped,2017-03-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-20,2018-03-25,N,201803,N,887
ASSET887,Installed,2016-12-18,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-18,2017-12-23,N,201712,Y,888
ASSET888,Installed,2016-08-04,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-08-04,2017-08-09,Y,201708,Y,889
ASSET889,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-12-29,2018-01-03,N,201801,N,890
ASSET890,Installed,2016-04-28,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-04-28,2017-05-03,Y,201705,Y,891
ASSET891,Installed,2016-09-24,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-09-24,2017-09-29,Y,201709,Y,892
ASSET892,Shipped,2016-12-27,MODLTY0,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-06,N,201801,N,893
ASSET893,Installed,2015-03-17,MODLTY2,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2015-03-17,2018-03-21,N,201803,N,894
ASSET894,Shipped,2016-12-29,MODLTY2,CUSTMR_CATGRY16,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-12-29,2018-01-03,N,201801,N,895
ASSET895,Installed,2017-03-22,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2017-03-22,2018-03-27,N,201803,N,896
ASSET896,Available,2016-07-22,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-07-22,2017-07-27,N,201707,Y,897
ASSET897,Installed,2016-04-20,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-04-20,2017-04-25,Y,201704,Y,898
ASSET898,Installed,2016-09-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-29,2017-10-04,Y,201710,Y,899
ASSET899,Installed,2016-12-07,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-07,2017-12-12,N,201712,Y,900
ASSET900,Installed,2016-09-21,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-21,2017-09-26,N,201709,Y,901
ASSET901,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-29,2018-01-03,N,201801,N,902
ASSET902,Shipped,2016-11-07,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-11-07,2017-11-12,N,201711,Y,903
ASSET903,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,904
ASSET904,Installed,2016-11-10,MODLTY2,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-11-10,2017-11-15,N,201711,Y,905
ASSET905,Installed,2016-12-07,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-07,2017-12-12,N,201712,Y,906
ASSET906,Installed,2016-12-23,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-23,2017-12-28,N,201712,Y,907
ASSET907,Installed,2014-10-25,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2014-10-25,2017-10-24,N,201710,Y,908
ASSET908,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-09-05,2017-09-10,N,201709,Y,909
ASSET909,Installed,2016-11-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-11-30,2017-12-05,N,201712,Y,910
ASSET910,Installed,2016-09-16,MODLTY6,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-09-16,2017-09-21,Y,201709,Y,911
ASSET911,Installed,2016-10-19,MODLTY0,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN7,DIVSN3,2016-10-19,2017-10-24,N,201710,Y,912
ASSET912,Installed,2016-09-15,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-15,2017-09-20,Y,201709,Y,913
ASSET913,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,914
ASSET914,Installed,2016-11-04,MODLTY3,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-11-04,2017-11-09,Y,201711,Y,915
ASSET915,Installed,2016-12-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-12-19,2017-12-24,N,201712,Y,916
ASSET916,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-12-30,2018-01-04,N,201801,N,917
ASSET917,Installed,2017-02-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-02-21,2018-02-26,N,201802,N,918
ASSET918,Installed,2014-08-17,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2014-08-17,2017-08-21,N,201708,Y,919
ASSET919,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,920
ASSET920,Installed,2016-11-01,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-11-01,2017-11-06,N,201711,Y,921
ASSET921,Shipped,2017-05-31,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-05-31,2017-09-04,N,201709,Y,922
ASSET922,Installed,2017-02-07,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-07,2018-02-12,N,201802,N,923
ASSET923,Installed,2017-02-03,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-02-03,2018-02-08,N,201802,N,924
ASSET924,Installed,2016-06-25,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-25,2017-06-30,Y,201706,Y,925
ASSET925,Shipped,2017-07-25,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-07-25,2017-08-06,N,201708,Y,926
ASSET926,Installed,2016-12-09,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-09,2017-12-14,N,201712,Y,927
ASSET927,Installed,2016-09-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-01,2017-08-11,N,201708,Y,928
ASSET928,Installed,2016-04-11,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-04-11,2017-04-16,N,201704,Y,929
ASSET929,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-30,2017-07-05,N,201707,Y,930
ASSET930,Installed,2016-08-23,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-23,2017-08-28,Y,201708,Y,931
ASSET931,Shipped,2017-07-30,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-07-30,2017-11-03,N,201711,Y,932
ASSET932,Installed,2016-12-19,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-19,2017-12-24,Y,201712,Y,933
ASSET933,Shipped,2017-02-06,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-06,2018-02-16,N,201802,N,934
ASSET934,Installed,2017-03-09,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-09,2018-03-14,N,201803,N,935
ASSET935,Installed,2016-06-02,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-06-02,2017-06-07,Y,201706,Y,936
ASSET936,Installed,2017-01-04,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-04,2018-01-09,N,201801,N,937
ASSET937,Installed,2017-01-05,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-01-05,2018-01-10,Y,201801,N,938
ASSET938,Installed,2017-05-01,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-05-01,2017-05-13,Y,201705,Y,939
ASSET939,Installed,2016-12-07,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-07,2017-12-12,N,201712,Y,940
ASSET940,Installed,2016-04-25,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-04-25,2017-04-30,N,201704,Y,941
ASSET941,Shipped,2017-07-05,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-07-05,2017-10-09,N,201710,Y,942
ASSET942,Installed,2016-12-27,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-06,N,201801,N,943
ASSET943,Shipped,2016-09-06,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-06,2017-09-16,N,201709,Y,944
ASSET944,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-25,2018-01-30,N,201801,N,945
ASSET945,Installed,2016-06-13,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-13,2017-06-18,Y,201706,Y,946
ASSET946,Installed,2016-06-25,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-25,2017-06-30,Y,201706,Y,947
ASSET947,Shipped,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-13,N,201706,Y,948
ASSET948,Installed,2017-03-02,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-03-02,2018-03-07,N,201803,N,949
ASSET949,Installed,2016-07-21,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-07-21,2017-07-26,N,201707,Y,950
ASSET950,Installed,2017-04-10,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-03-03,2018-03-13,N,201803,N,951
ASSET951,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-03-31,2017-04-05,Y,201704,Y,952
ASSET952,Shipped,2017-12-05,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-12-05,2018-03-11,N,201803,N,953
ASSET953,Installed,2016-10-25,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-10-25,2017-10-30,Y,201710,Y,954
ASSET954,Installed,2017-03-22,MODLTY0,,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-22,2018-03-27,Y,201803,N,955
ASSET955,Installed,2016-12-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-21,2017-12-26,N,201712,Y,956
ASSET956,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-08-23,2017-08-28,N,201708,Y,957
ASSET957,Shipped,2017-12-04,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-12-04,2017-12-16,N,201712,Y,958
ASSET958,Installed,2016-08-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-08,2017-08-13,N,201708,Y,959
ASSET959,Installed,2017-03-20,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-03-20,2018-03-25,N,201803,N,960
ASSET960,Shipped,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-13,N,201706,Y,961
ASSET961,Installed,2016-09-28,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-28,2017-10-03,N,201710,Y,962
ASSET962,Installed,2017-03-01,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-03-01,2018-03-11,N,201803,N,963
ASSET963,Installed,2016-05-20,MODLTY0,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN7,DIVSN3,2016-05-20,2017-05-25,N,201705,Y,964
ASSET964,Installed,2016-10-07,MODLTY6,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-10-07,2017-10-12,Y,201710,Y,965
ASSET965,Shipped,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2017-03-20,2018-03-25,N,201803,N,966
ASSET966,Shipped,2016-12-03,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-12-03,2017-12-13,N,201712,Y,967
ASSET967,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-16,2017-08-21,Y,201708,Y,968
ASSET968,Installed,2016-08-26,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-08-26,2017-08-31,N,201708,Y,969
ASSET969,Installed,2016-04-01,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-04-01,2017-04-06,N,201704,Y,970
ASSET970,Shipped,2017-07-25,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-07-25,2017-08-06,N,201708,Y,971
ASSET971,Installed,2016-04-20,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-04-20,2017-04-25,Y,201704,Y,972
ASSET972,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-18,N,201706,Y,973
ASSET973,Installed,2016-09-15,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-09-15,2017-09-20,Y,201709,Y,974
ASSET974,Available,2016-10-07,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-10-07,2017-10-12,N,201710,Y,975
ASSET975,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-05,Y,201704,Y,976
ASSET976,Installed,2016-11-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-22,2017-11-27,Y,201711,Y,977
ASSET977,Installed,2016-09-06,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-06,2017-09-11,Y,201709,Y,978
ASSET978,Available,2016-09-26,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-09-26,2017-10-01,N,201710,Y,979
ASSET979,Installed,2016-04-18,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-04-18,2017-04-23,N,201704,Y,980
ASSET980,Shipped,2017-03-22,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2017-03-22,2018-03-27,N,201803,N,981
ASSET981,Installed,2016-11-08,MODLTY8,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-11-08,2017-11-13,N,201711,Y,982
ASSET982,Installed,2017-03-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-08,2018-03-13,N,201803,N,983
ASSET983,Installed,2016-09-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-29,2017-10-09,N,201710,Y,984
ASSET984,Installed,2016-09-26,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-09-26,2017-10-01,N,201710,Y,985
ASSET985,Installed,2017-01-27,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-01-27,2018-02-01,N,201802,N,986
ASSET986,Installed,2016-12-29,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-12-29,2018-01-03,N,201801,N,987
ASSET987,Installed,2016-04-23,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-04-23,2017-04-28,Y,201704,Y,988
ASSET988,Installed,2016-08-25,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-08-25,2017-08-30,N,201708,Y,989
ASSET989,Installed,2017-02-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-02-27,2018-03-04,N,201803,N,990
ASSET990,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,991
ASSET991,Installed,2017-03-15,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2017-03-15,2018-03-20,N,201803,N,992
ASSET992,Installed,2017-03-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-08,2018-03-13,N,201803,N,993
ASSET993,Installed,2016-11-04,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-11-04,2017-11-09,Y,201711,Y,994
ASSET994,Installed,2016-09-17,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-17,2017-09-22,Y,201709,Y,995
ASSET995,Installed,2016-08-02,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-08-02,2017-08-07,Y,201708,Y,996
ASSET996,Installed,2016-11-03,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-03,2017-11-08,N,201711,Y,997
ASSET997,Installed,2016-08-09,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-08-09,2017-08-14,N,201708,Y,998
ASSET998,Installed,2016-09-20,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-20,2017-09-25,Y,201709,Y,999
ASSET999,Installed,2016-09-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-09-24,2017-09-29,Y,201709,Y,1000
ASSET1000,Installed,2016-06-02,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-02,2017-06-07,N,201706,Y,1001
